Table,Description_table,Field,Description,Data Type,Length,Column,Date
F4211,Sales Order Detail File,SDUKID,Unique Key ID (Internal),Numeric,15,253,2025-07-15 09:36:08.224336
F4211,Sales Order Detail File,SDCATNM,Catalog Name,String,30,254,2025-07-15 09:36:08.224336
F4211,Sales Order Detail File,SDALLOC,Allocation Process Flag,Character,1,255,2025-07-15 09:36:08.224336
F4211,Sales Order Detail File,SDFULPID,Fulfillment Plan ID,Integer,11,256,2025-07-15 09:36:08.224336
F4211,Sales Order Detail File,SDALLSTS,Allocation Status Number,String,30,257,2025-07-15 09:36:08.224336
F4211,Sales Order Detail File,SDOSCORE,Sales Order Score,Numeric,15,258,2025-07-15 09:36:08.224336
F4211,Sales Order Detail File,SDOSCOREO,Order Score Override,Character,1,259,2025-07-15 09:36:08.224336
F4211,Sales Order Detail File,SDCMCO,Customer Master Company,String,5,260,2025-07-15 09:36:08.224336
F4211,Sales Order Detail File,SDKITID,Kit Identifier,Numeric,15,261,2025-07-15 09:36:08.224336
F4211,Sales Order Detail File,SDKITAMTDOM,Accumulated Amount Invoiced (Domestic),Numeric,15,262,2025-07-15 09:36:08.224336
F4211,Sales Order Detail File,SDKITAMTFOR,Accumulated Amount Invoiced (Foreign),Numeric,15,263,2025-07-15 09:36:08.224336
F4211,Sales Order Detail File,SDKITDIRTY,Kit Component Dirty Flag,Character,1,264,2025-07-15 09:36:08.224336
F4211,Sales Order Detail File,SDOCITT,OC In-Transit Flag,Character,1,265,2025-07-15 09:36:08.224336
F4211,Sales Order Detail File,SDOCCARDNO,OC Kanban Card No,Numeric,8,266,2025-07-15 09:36:08.224336
F4211,Sales Order Detail File,SDPMPN,Production Number,String,30,267,2025-07-15 09:36:08.224336
F4211,Sales Order Detail File,SDPNS,Production Number Short,Numeric,10,268,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLKCOO,Order Company (Order Number),String,5,1,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLDOCO,Document (Order No  Invoice  etc.),Numeric,8,2,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLDCTO,Order Type,String,2,3,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLLNID,Line Number,Numeric,6,4,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLSFXO,Order Suffix,String,3,5,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLMCU,Business Unit,String,12,6,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLCO,Company,String,5,7,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLOKCO,Document Company (Original Order),String,5,8,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLOORN,Original Order Number,String,8,9,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLOCTO,Original Order Type,String,2,10,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLOGNO,Original Line Number,Numeric,7,11,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLRKCO,Company - Key (Related Order),String,5,12,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLRORN,Related PO/SO/WO Number,String,8,13,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLRCTO,Related PO/SO/WO Order Type,String,2,14,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLRLLN,Related PO/SO Line Number,Numeric,7,15,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLDMCT,Agreement Number - Distribution,String,12,16,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLDMCS,Agreement Supplement - Distribution,Numeric,3,17,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLAN8,Address Number,Numeric,8,18,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLSHAN,Address Number - Ship To,Numeric,8,19,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLPA8,Address Number - Parent,Numeric,8,20,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLDRQJ,Date - Requested,Date,6,21,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLTRDJ,Date - Order/Transaction,Date,6,22,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLPDDJ,Date - Scheduled Pick,Date,6,23,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLADDJ,Date - Actual Ship Date,Date,6,24,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLIVD,Date - Invoice,Date,6,25,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLCNDJ,Date - Cancel,Date,6,26,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLDGL,Date - For G/L (and Voucher),Date,6,27,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLRSDJ,Date - Promised Delivery,Date,6,28,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLPEFJ,Date - Price Effective Date,Date,6,29,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLPPDJ,Date - Promised Shipment,Date,6,30,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLVR01,Reference,String,25,31,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLVR02,Reference 2,String,25,32,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLITM,Item Number - Short,Numeric,8,33,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLLITM,2nd Item Number,String,25,34,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLAITM,3rd Item Number,String,25,35,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLLOCN,Location,String,20,36,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLLOTN,Lot/Serial Number,String,30,37,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLFRGD,From Grade,String,3,38,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLTHGD,Thru Grade,String,3,39,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLFRMP,From Potency,Numeric,7,40,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLTHRP,Thru Potency,Numeric,7,41,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLEXDP,Days Before Expiration,Numeric,5,42,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLDSC1,Description,String,30,43,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLDSC2,Description - Line 2,String,30,44,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLLNTY,Line Type,String,2,45,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLNXTR,Status Code - Next,String,3,46,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLLTTR,Status Code - Last,String,3,47,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLEMCU,Business Unit - Header,String,12,48,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLRLIT,Item Number - Related (Kit),String,8,49,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLKTLN,Kit Master Line Number,Numeric,6,50,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLCPNT,Component Line Number,Numeric,4,51,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLRKIT,Related Kit Component,Numeric,8,52,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLKTP,Number of Component Per Parent,Numeric,15,53,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLSRP1,Sales Catalog Section,String,3,54,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLSRP2,Sub Section,String,3,55,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLSRP3,Sales Category Code 3,String,3,56,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLSRP4,Sales Category Code 4,String,3,57,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLSRP5,Sales Category Code 5,String,3,58,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLPRP1,Commodity Class,String,3,59,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLPRP2,Commodity Sub Class,String,3,60,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLPRP3,Supplier Rebate Code,String,3,61,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLPRP4,Master Planning Family,String,3,62,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLPRP5,Purchasing Category Code 5,String,3,63,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLUOM,Unit of Measure as Input,String,2,64,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLUORG,Units - Order/Transaction Quantity,Numeric,15,65,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLSOQS,Quantity Shipped,Numeric,15,66,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLSOBK,Units - Qty Backordered/Held,Numeric,15,67,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLSOCN,Units - Quantity Canceled/Scrapped,Numeric,15,68,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLSONE,Units - Future Quantity Committed,Numeric,15,69,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLUOPN,Units - Open,Numeric,15,70,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLQTYT,Units - Shipped to Date,Numeric,15,71,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLQRLV,Units - Relieved,Numeric,15,72,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLCOMM,Committed (H/S),Character,1,73,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLOTQY,Other Quantity (1/2),Character,1,74,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLUPRC,Amount - Price per Unit,Numeric,15,75,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLAEXP,Amount - Extended Price,Numeric,15,76,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLAOPN,Amount - Open,Numeric,15,77,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLPROV,Price Override Code,Character,1,78,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLTPC,Temporary Price (Y/N),Character,1,79,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLAPUM,Unit of Measure - Entered for Unit Price,String,2,80,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLLPRC,Amount - List Price,Numeric,15,81,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLUNCS,Amount - Unit Cost,Numeric,15,82,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLECST,Amount - Extended Cost,Numeric,15,83,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLCSTO,Cost Override Code,Character,1,84,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLTCST,Extended Cost - Transfer,Numeric,15,85,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLINMG,Print Message,String,10,86,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLPTC,Payment Terms Code,String,3,87,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLRYIN,Payment Instrument,Character,1,88,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLDTBS,Based on Date,Character,1,89,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLTRDC,Discount - Trade,Numeric,7,90,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLFUN2,Trade Discount (Old),Numeric,15,91,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLASN,Price and Adjustment Schedule,String,8,92,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLPRGR,Item Price Group,String,8,93,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLCLVL,Pricing Category Level,String,3,94,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLCADC,Discount % - Cash,Numeric,7,95,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLKCO,Document Company,String,5,96,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLDOC,Document (Voucher  Invoice  etc.),Numeric,8,97,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLDCT,Document Type,String,2,98,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLODOC,Document - Original,Numeric,8,99,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLODCT,Document Type - Original,String,2,100,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLOKC,Document Company - Original,String,5,101,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLPSN,Pick Slip Number,Numeric,8,102,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLDELN,Delivery Number,Numeric,8,103,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLTAX1,Sales Taxable (Y/N),Character,1,104,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLTXA1,Tax Rate/Area,String,10,105,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLEXR1,Tax Expl Code 1,String,2,106,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLATXT,Associated Text,Character,1,107,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLPRIO,Priority - Processing,Character,1,108,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLRESL,Printed Code,Character,1,109,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLBACK,Backorders Allowed (Y/N),Character,1,110,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLSBAL,Substitutes Allowed (Y/N),Character,1,111,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLAPTS,Partial Line Shipments Allowed (Y/N),Character,1,112,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLLOB,Line of Business,String,3,113,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLEUSE,End Use,String,3,114,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLDTYS,Duty Status,String,2,115,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLNTR,Nature of Transaction,String,2,116,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLVEND,Primary / Last Supplier Number,Numeric,8,117,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLCARS,Carrier Number,Numeric,8,118,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLMOT,Mode of Transport,String,3,119,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLROUT,Route Code,String,3,120,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLSTOP,Stop Code,String,3,121,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLZON,Zone Number,String,3,122,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLCNID,Container I.D.,String,20,123,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLFRTH,Freight Handling Code,String,3,124,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLSHCM,Shipping Commodity Class,String,3,125,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLSHCN,Shipping Conditions Code,String,3,126,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLSERN,Serial Number - Lot,String,30,127,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLUOM1,Unit of Measure - Primary,String,2,128,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLPQOR,Units - Primary Quantity Ordered,Numeric,15,129,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLUOM2,Unit of Measure - Secondary,String,2,130,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLSQOR,Units - Secondary Quantity Ordered,Numeric,15,131,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLUOM4,Unit of Measure - Pricing,String,2,132,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLITWT,Unit Weight,Numeric,15,133,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLWTUM,Weight Unit of Measure,String,2,134,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLITVL,Unit Volume,Numeric,15,135,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLVLUM,Volume Unit of Measure,String,2,136,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLRPRC,Reprice (Basket Price) Category,String,8,137,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLORPR,Order Reprice Category,String,8,138,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLORP,Order Repriced Indicator,Character,1,139,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLCMGP,Costing Method - Inventory,String,2,140,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLGLC,G/L Offset,String,4,141,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLCTRY,Century,Numeric,2,142,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLFY,Fiscal Year,Numeric,2,143,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLSO01,Inter Branch Sales,Character,1,144,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLSO02,On Hand Updated,Character,1,145,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLSO03,Configurator Print Flag,Character,1,146,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLSO04,Sales Order Status 04,Character,1,147,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLSO05,Substitute Item Indicator,Character,1,148,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLSO06,Preference Commitment Indicator,Character,1,149,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLSO07,Ship date (PDDJ) overridden,Character,1,150,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLSO08,Price Adjustment Line Indicator,Character,1,151,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLSO09,Price Adj. History Indicator,Character,1,152,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLSO10,Preference Production Allocation,Character,1,153,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLSO11,Transfer/Direct Ship/Intercompany Flag,Character,1,154,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLSO12,Deferred entries flag,Character,1,155,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLSO13,Euro Conversion Status Flag,Character,1,156,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLSO14,Sales Order Status 14,Character,1,157,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLSO15,Sales Order Status 15,Character,1,158,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLACOM,Apply Commission (Y/N),Character,1,159,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLCMCG,Commission Category,String,8,160,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLRCD,Reason Code,String,3,161,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLGRWT,Gross Weight,Numeric,15,162,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLGWUM,Gross Weight Unit of Measure,String,2,163,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLSBL,Subledger - G/L,String,8,164,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLSBLT,Subledger Type,Character,1,165,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLLCOD,Code - Location Tax Status,String,2,166,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLUPC1,Price Code 1,String,2,167,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLUPC2,Price Code 2,String,2,168,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLUPC3,Price Code 3,String,2,169,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLSWMS,Status - In Warehouse,Character,1,170,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLUNCD,Work Order Freeze Code,Character,1,171,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLCRMD,Send Method,Character,1,172,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLCRCD,Currency Code - From,String,3,173,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLCRR,Currency Conversion Rate - Spot Rate,Numeric,15,174,2025-07-15 09:36:08.224336
F42199,S.O. Detail Ledger File,SLFPRC,Amount - List Price per Unit,Numeric,15,175,2025-07-15 09:36:08.224336
